verb,reviewReason,affectedFormCount,affectedForms,pdfRows,pdfSlots,corpusClassification,verbnetClassification,status,frameEvidence,verbnetClasses,reviewStatus
guard,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.theme (monotransitive),"captain-29.8-1, defend-72.3",pending
guess,corpus-vs-verbnet-conflict,0,,,,intransitive,monotransitive,conflict,NP V NP (monotransitive),"conjecture-29.5-1, discover-84, estimate-34.2-1-1",pending
guide,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.destination (monotransitive),accompany-51.7,pending
handle,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.instrument (monotransitive),"confront-98, hold-15.1",pending
happen,verbnet-unclassified,0,,,,intransitive,uncertain,unclassified,,occur-48.3-1,pending
harm,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP ADJ (monotransitive),amuse-31.1,pending
hatch,verbnet-unclassified,0,,,,ambitransitive,uncertain,unclassified,,grow-26.2.1,pending
hate,verbnet-unclassified,0,,,,ambitransitive,uncertain,unclassified,,admire-31.2-1,pending
have,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive),"birth-28.2-1, devour-39.4, own-100.1",pending
heal,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.instrument (monotransitive),other_cos-45.4,pending
hear,verbnet-unclassified,0,,,,ambitransitive,uncertain,unclassified,,"learn-14-2-1, see-30.1-1-1",pending
heave,corpus-vs-verbnet-conflict,0,,,,ambitransitive,ditransitive,conflict,NP V NP-Dative NP (ditransitive); NP V NP (monotransitive),"carry-11.4-1-1, push-12",pending
help,verbnet-unclassified,0,,,,ambitransitive,uncertain,unclassified,,help-72.1-1-1,pending
hew,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.co-patient (monotransitive); NP V NP apart (monotransitive),"cut-21.1-1, split-23.2",pending
hide,corpus-vs-verbnet-conflict,0,,,,ambitransitive,intransitive,conflict,NP V (intransitive),concealment-16-1,pending
hinder,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive),discourage-64.5-1,pending
hit,corpus-vs-verbnet-conflict,0,,,,ambitransitive,ditransitive,conflict,NP V (intransitive); NP V NP (monotransitive); NP V NP-Dative NP (ditransitive),"bump-18.4, contiguous_location-47.8-1, hit-18.1-1, hurt-40.8.3-1, reach-51.8, throw-17.1-1",pending
hoax,classification-gap; verbnet-unmatched,4,"hoax, hoaxed, hoaxes, hoaxing",390,"V1, V2, V3, V4, V5",,uncertain,unmatched,,,pending
hop,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive),"run-51.3.2-1, swarm-47.5.1-1",pending
hope,verbnet-unclassified,0,,,,intransitive,uncertain,unclassified,,long-32.2,pending
horrify,classification-gap,3,"horrifies, horrify, horrifying",394,"V1, V4, V5",,monotransitive,provisional,NP V NP (monotransitive); NP V NP ADJ (monotransitive),amuse-31.1,pending
humiliate,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP ADJ (monotransitive),amuse-31.1,pending
hurl,corpus-vs-verbnet-conflict,0,,,,ambitransitive,ditransitive,conflict,NP V NP-Dative NP (ditransitive),throw-17.1-1,pending
hurry,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.trajectory (monotransitive); NP V NP PP.location (monotransitive); NP V NP (monotransitive); NP V NP PP.source PP.destination PP.trajectory (monotransitive); NP V NP PP.result (monotransitive),"run-51.3.2-2, rush-53.2",pending
hush,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.instrument (monotransitive); NP V NP (monotransitive),"other_cos-45.4, subjugate-42.3",pending
hustle,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP S_ING (monotransitive); NP V NP PP.result (monotransitive),bully-59.5,pending
hypnotize,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP ADJ (monotransitive),amuse-31.1,pending
idealize,verbnet-unmatched,0,,,,ambitransitive,uncertain,unmatched,,,pending
identify,corpus-vs-verbnet-conflict,0,,,,ambitransitive,intransitive,conflict,NP V (intransitive),"characterize-29.2-1-1, empathize-88.2",pending
idolize,classification-gap,3,"idolize, idolizes, idolizing",407,"V1, V4, V5",,monotransitive,provisional,NP V NP (monotransitive); NP V NP PP.attribute (monotransitive); NP V NP S_ING (monotransitive),admire-31.2,pending
ignite,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.instrument (monotransitive),other_cos-45.4,pending
ignore,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive),neglect-75.1,pending
ill-treat,classification-gap; verbnet-unmatched,4,"ill-treat, ill-treated, ill-treating, ill-treats",410,"V1, V2, V3, V4, V5",,uncertain,unmatched,,,pending
illuminate,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.theme (monotransitive),illustrate-25.3,pending
illumine,verbnet-unmatched,0,,,,ambitransitive,uncertain,unmatched,,,pending
imagine,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP to be ADJ (monotransitive); NP V NP ADJ (monotransitive),"characterize-29.2-1-1, wish-62",pending
imbibe,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive),devour-39.4,pending
imitate,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.result (monotransitive),patent-101,pending
immerse,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.destination (monotransitive); NP V NP ADVP (monotransitive),put-9.1,pending
immolate,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.instrument (monotransitive),murder-42.1,pending
immure,classification-gap,3,"immure, immures, immuring",419,"V1, V4, V5",,monotransitive,provisional,NP V NP (monotransitive),confine-92,pending
impair,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP ADJ (monotransitive),amuse-31.1,pending
impart,verbnet-unmatched,0,,,,ambitransitive,uncertain,unmatched,,,pending
impeach,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.theme (monotransitive),prosecute-33.2,pending
impede,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive),discourage-64.5-1,pending
impel,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP S_INF (monotransitive),compel-59.1-1,pending
impend,classification-gap; verbnet-unmatched,2,"impend, impends",425,"V1, V5",,uncertain,unmatched,,,pending
imperil,verbnet-unmatched,0,,,,ambitransitive,uncertain,unmatched,,,pending
impinge,verbnet-unmatched,0,,,,intransitive,uncertain,unmatched,,,pending
implant,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.destination (monotransitive); NP V NP ADVP (monotransitive),put-9.1,pending
implicate,verbnet-unmatched,0,,,,ambitransitive,uncertain,unmatched,,,pending
implode,classification-gap; verbnet-unmatched,4,"implode, imploded, implodes, imploding",430,"V1, V2, V3, V4, V5",,uncertain,unmatched,,,pending
implore,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP that S (monotransitive),urge-58.1-1-1,pending
imply,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive),indicate-78,pending
import,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.initial_location (monotransitive); NP V NP PP.destination (monotransitive); NP V NP PP.initial_location PP.destination (monotransitive); NP V NP PP.destination PP.initial_location (monotransitive),send-11.1,pending
impose,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive),enforce-63,pending
impress,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP ADJ (monotransitive),amuse-31.1,pending
imprint,corpus-vs-verbnet-conflict,0,,,,ambitransitive,intransitive,conflict,NP V (intransitive),image_impression-25.1,pending
imprison,classification-gap; corpus-vs-verbnet-conflict,1,imprisons,437,V5,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.destination (monotransitive),"confine-92, pocket-9.10",pending
improve,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.instrument (monotransitive),other_cos-45.4,pending
inaugurate,verbnet-unmatched,0,,,,ambitransitive,uncertain,unmatched,,,pending
incise,classification-gap,2,"incise, incises",440,"V1, V5",,intransitive,provisional,NP V (intransitive),image_impression-25.1,pending
include,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP ADV (monotransitive); NP V NP PP.location (monotransitive); NP V NP (monotransitive); NP V NP PP.goal (monotransitive),"admit-64.3-1, involve-107.1",pending
increase,verbnet-unclassified,0,,,,ambitransitive,uncertain,unclassified,,caused_calibratable_cos-45.6.2-1,pending
inculcate,verbnet-unmatched,0,,,,ambitransitive,uncertain,unmatched,,,pending
indent,classification-gap; verbnet-unmatched,3,"indent, indenting, indents",444,"V1, V4, V5",,uncertain,unmatched,,,pending
indicate,verbnet-unclassified,0,,,,ambitransitive,uncertain,unclassified,,indicate-78-1,pending
induce,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP S_INF (monotransitive),compel-59.1-1,pending
indulge,verbnet-unmatched,0,,,,ambitransitive,uncertain,unmatched,,,pending
infect,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.theme (monotransitive),fill-9.8,pending
infest,classification-gap; corpus-vs-verbnet-conflict,1,infests,449,V5,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.theme (monotransitive),fill-9.8,pending
inflame,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP ADJ (monotransitive),amuse-31.1,pending
inflate,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.instrument (monotransitive); NP V NP ADJ (monotransitive); NP V NP PP.result (monotransitive); NP V NP PP.result PP.instrument (monotransitive),bend-45.2,pending
inflect,classification-gap; verbnet-unmatched,3,"inflect, inflecting, inflects",452,"V1, V4, V5",,uncertain,unmatched,,,pending
inform,verbnet-unclassified,0,,,,ambitransitive,uncertain,unclassified,,tell-37.2,pending
infringe,verbnet-unmatched,0,,,,ambitransitive,uncertain,unmatched,,,pending
infuse,verbnet-unmatched,0,,,,ambitransitive,uncertain,unmatched,,,pending
ingest,classification-gap; corpus-vs-verbnet-conflict,1,ingests,456,V5,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.source (monotransitive),"absorb-39.8, devour-39.4",pending
inhabit,verbnet-unmatched,0,,,,ambitransitive,uncertain,unmatched,,,pending
inherit,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.source (monotransitive),obtain-13.5.2,pending
initiate,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.instrument (monotransitive),establish-55.5-1,pending
inject,classification-gap,1,injects,461,V5,ambitransitive,ambitransitive,provisional,NP V (intransitive); NP V NP (monotransitive); NP V NP PP.theme (monotransitive),"eat-39.1, fill-9.8",pending
injure,verbnet-unmatched,0,,,,ambitransitive,uncertain,unmatched,,,pending
inlay,classification-gap,2,"inlay, inlays",463,"V1, V5",,monotransitive,provisional,NP V NP (monotransitive); NP V NP PP.theme (monotransitive),fill-9.8,pending
innovate,corpus-vs-verbnet-conflict,0,,,,intransitive,monotransitive,conflict,NP V NP (monotransitive),establish-55.5,pending
input,classification-gap; verbnet-unmatched,3,"input, inputs, inputting",465,"V1, V2, V3, V4, V5",,uncertain,unmatched,,,pending
inquire,corpus-vs-verbnet-conflict,0,,,,intransitive,ambitransitive,conflict,NP V (intransitive); NP V NP PP.topic (monotransitive); NP V NP whether S (monotransitive); NP V NP what S (monotransitive); NP V NP whether S_INF (monotransitive); NP V NP what S_INF (monotransitive); NP V NP PP.topic what S (monotransitive); NP V NP how S (monotransitive),inquire-37.1.2,pending
inscribe,corpus-vs-verbnet-conflict,0,,,,ambitransitive,intransitive,conflict,NP V (intransitive),image_impression-25.1,pending
insert,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive),put-9.1-1,pending
inspect,classification-gap; corpus-vs-verbnet-conflict,1,inspects,469,V5,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.attribute (monotransitive); NP V NP PP.value (monotransitive),"assessment-34.1, investigate-35.4",pending
inspire,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP ADJ (monotransitive),"amuse-31.1, engender-27.1-1",pending
install,corpus-vs-verbnet-conflict,0,,,,ambitransitive,ditransitive,conflict,NP V NP NP (ditransitive); NP V NP PP.attribute (monotransitive); NP V NP to be NP (monotransitive); NP V NP (monotransitive),"appoint-29.1, put-9.1-1",pending
insult,classification-gap; corpus-vs-verbnet-conflict,1,insulting,472,V4,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP ADJ (monotransitive); NP V NP PP.attribute (monotransitive),"amuse-31.1, judgment-33.1-1",pending
insure,corpus-vs-verbnet-conflict,0,,,,ambitransitive,ditransitive,conflict,NP V NP (monotransitive); NP V NP PP.theme (monotransitive); NP V NP NP (ditransitive); NP V NP PP.beneficiary (monotransitive),"defend-72.3, ensure-99",pending
integrate,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.co-patient (monotransitive); NP V NP (monotransitive),"amalgamate-22.2-1, amalgamate-22.2-2",pending
introduce,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.co-patient (monotransitive); NP V NP PP.instrument (monotransitive),"amalgamate-22.2-3-1, establish-55.5-1",pending
invent,corpus-vs-verbnet-conflict,0,,,,ambitransitive,intransitive,conflict,NP V (intransitive),create-26.4-1,pending
invite,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP S_ING (monotransitive),"promote-102, urge-58.1-1",pending
join,corpus-vs-verbnet-conflict,0,,,,ambitransitive,intransitive,conflict,NP V (intransitive),"cooperate-73.1-1, mix-22.1-2-1",pending
jump,corpus-vs-verbnet-conflict,0,,,,intransitive,monotransitive,conflict,NP V NP (monotransitive),"attack-60.1, calibratable_cos-45.6.1-1, run-51.3.2-2-1",pending
keep,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.theme (monotransitive); NP V NP PP.location (monotransitive); NP V NP (monotransitive); NP V NP ADJ (monotransitive),"forbid-64.4, keep-15.2, seem-109, sustain-55.6-1",pending
kick,corpus-vs-verbnet-conflict,0,,,,ambitransitive,ditransitive,conflict,NP V (intransitive); NP V NP-Dative NP (ditransitive); NP V NP (monotransitive); NP V NP PP.recipient (monotransitive); NP V NP PP.recipient PP.theme (monotransitive); NP V NP PP.co-patient (monotransitive); NP V NP apart (monotransitive); NP V NP PP.instrument (monotransitive); NP V NP ADJP (monotransitive); NP V NP ADJP PP.instrument (monotransitive); NP V NP PP.result (monotransitive); NP V NP PP.result PP.instrument (monotransitive); NP V NP PP.location (monotransitive),"body_internal_motion-49.1, carry-11.4-1-1, crane-40.3.2, hit-18.1-1, split-23.2, swat-18.2, throw-17.1-1-1",pending
kid,verbnet-unmatched,0,,,,monotransitive,uncertain,unmatched,,,pending
kneel,corpus-vs-verbnet-conflict,0,,,,intransitive,ambitransitive,conflict,NP V (intransitive); NP V NP (monotransitive); NP V NP PP.recipient (monotransitive),"assuming_position-50, curtsey-40.3.3, spatial_configuration-47.6",pending
knit,corpus-vs-verbnet-conflict,0,,,,ambitransitive,ditransitive,conflict,NP V NP (monotransitive); NP V NP PP.beneficiary (monotransitive); NP V NP PP.material PP.beneficiary (monotransitive); NP V NP PP.product PP.beneficiary (monotransitive); NP V NP NP PP.asset (ditransitive); NP V NP PP.material PP.asset (monotransitive); NP V NP PP.recipient (monotransitive); NP V NP PP.recipient PP.theme (monotransitive),"build-26.1, crane-40.3.2",pending
knock,corpus-vs-verbnet-conflict,0,,,,ambitransitive,ditransitive,conflict,NP V (intransitive); NP V NP PP.co-patient (monotransitive); NP V NP apart (monotransitive); NP V NP-Dative NP (ditransitive),"bump-18.4-1, hit-18.1-1, sound_emission-43.2, split-23.2, throw-17.1-1",pending
know,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.attribute (monotransitive),comprehend-87.2-1-1-1,pending
lade,classification-gap; verbnet-unmatched,4,"lade, laded, laden, lades",490,"V1, V2, V3, V5",,uncertain,unmatched,,,pending
land,classification-gap; corpus-vs-verbnet-conflict,1,lands,491,V5,ambitransitive,intransitive,conflict,NP V (intransitive),pocket-9.10-1,pending
last,corpus-vs-verbnet-conflict,0,,,,ambitransitive,ditransitive,conflict,NP V NP NP (ditransitive),cost-54.2,pending
latch,classification-gap,4,"latch, latched, latches, latching",493,"V1, V2, V3, V4, V5",,monotransitive,provisional,NP V NP (monotransitive); NP V NP PP.co-patient (monotransitive); NP V NP PP.co-patient PP.instrument (monotransitive); NP V NP together (monotransitive); NP V NP ADJP (monotransitive),tape-22.4,pending
laugh,corpus-vs-verbnet-conflict,0,,,,intransitive,ambitransitive,conflict,NP V (intransitive); NP V NP (monotransitive),nonverbal_expression-40.2,pending
lay,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.material (monotransitive); NP V NP PP.beneficiary (monotransitive); NP V NP PP.attribute (monotransitive); NP V NP PP.destination (monotransitive); NP V NP ADVP (monotransitive),"create-26.4, put_spatial-9.2",pending
lead,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.destination (monotransitive); NP V NP S_INF (monotransitive); NP V NP PP.attribute (monotransitive); NP V NP VP.predicate (monotransitive); NP V NP PP.attribute VP.predicate (monotransitive); NP V NP ADJ (monotransitive),"accompany-51.7, compel-59.1-1, result-27.2, spend_time-104, supervision-95.2.2-1, terminus-47.9",pending
leak,corpus-vs-verbnet-conflict,0,,,,intransitive,ambitransitive,conflict,NP V NP PP.recipient (monotransitive); NP V (intransitive),"say-37.7-1, substance_emission-43.4-1",pending
lean,corpus-vs-verbnet-conflict,0,,,,intransitive,ambitransitive,conflict,NP V (intransitive); NP V NP PP.destination (monotransitive); NP V NP ADVP (monotransitive),"assuming_position-50, put_spatial-9.2, spatial_configuration-47.6",pending
leap,corpus-vs-verbnet-conflict,0,,,,intransitive,monotransitive,conflict,NP V NP (monotransitive),run-51.3.2-1,pending
learn,corpus-vs-verbnet-conflict,0,,,,ambitransitive,intransitive,conflict,NP V (intransitive),"learn-14-1, learn-14-2-1",pending
leer,classification-gap; verbnet-unclassified,3,"leer, leered, leers",502,"V1, V2, V3, V5",,uncertain,unclassified,,peer-30.3,pending
let,corpus-vs-verbnet-conflict,0,,,,intransitive,ditransitive,conflict,NP V NP (monotransitive); NP V NP PP.asset (monotransitive); NP V NP PP.recipient PP.asset (monotransitive); NP V NP NP PP.asset (ditransitive); NP V NP S (monotransitive),"admit-64.3, give-13.1-1, let-64.2",pending
lift,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.destination (monotransitive); NP V NP PP.initial_location PP.destination (monotransitive); NP V NP ADVP (monotransitive); NP V NP PP (monotransitive); NP V NP PP.source (monotransitive); NP V NP PP.beneficiary (monotransitive); NP V NP PP.source PP.beneficiary (monotransitive),"put_direction-9.4, remove-10.1, steal-10.5",pending
light,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.beneficiary (monotransitive); NP V NP PP.instrument (monotransitive),"preparing-26.3-1, remedy-45.7",pending
like,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP S_INF (monotransitive); NP V NP to be ADJ (monotransitive),"admire-31.2-1, want-32.1-1-1",pending
limp,classification-gap,2,"limp, limps",511,"V1, V5",,intransitive,provisional,NP V (intransitive),run-51.3.2,pending
listen,verbnet-unclassified,0,,,,intransitive,uncertain,unclassified,,"peer-30.3, rummage-35.5",pending
live,corpus-vs-verbnet-conflict,0,,,,intransitive,ambitransitive,conflict,NP V (intransitive); NP V NP (monotransitive),"exist-47.1, exist-47.1-1, lodge-46",pending
look,verbnet-unclassified,0,,,,intransitive,uncertain,unclassified,,"peer-30.3, rummage-35.5, seem-109-1-1, stimulus_subject-30.4",pending
lose,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP (monotransitive),"remove-10.1, succeed-74-3-1",pending
love,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive),"admire-31.2-1, want-32.1",pending
magnify,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive),"overstate-37.12, remedy-45.7-1",pending
maintain,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP ADJ (monotransitive); NP V NP PP.instrument (monotransitive),"declare-29.4-1, sustain-55.6",pending
make,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP P.asset (monotransitive); NP V NP PP.source (monotransitive); NP V NP S (monotransitive),"act-114, build-26.1-1, comprise-107.2-1, obtain-13.5.2, reach-51.8, render-29.90-1",pending
manage,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive),"caring-75.2-1, cope-83-1-1, succeed-74-1-1, supervision-95.2.2-1",pending
march,corpus-vs-verbnet-conflict,0,,,,intransitive,monotransitive,conflict,NP V NP (monotransitive),run-51.3.2-2-1,pending
mark,corpus-vs-verbnet-conflict,0,,,,ambitransitive,ditransitive,conflict,NP V NP NP (ditransitive); NP V NP PP.attribute (monotransitive); NP V NP to be NP (monotransitive); NP V NP (monotransitive); NP V (intransitive),"appoint-29.1, image_impression-25.1",pending
mash,classification-gap,2,"mash, mashes",524,"V1, V5",,monotransitive,provisional,NP V NP (monotransitive); NP V NP PP.instrument (monotransitive),carve-21.2-1,pending
matter,classification-gap,1,mattering,526,V4,intransitive,intransitive,provisional,NP V (intransitive),matter-91,pending
mean,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.attribute (monotransitive),"intend-61.2-1, representation-110.1",pending
measure,verbnet-unclassified,0,,,,ambitransitive,uncertain,unclassified,,register-54.1-2-1,pending
melt,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP ADJ (monotransitive),"knead-26.5, other_cos-45.4-1",pending
merge,corpus-vs-verbnet-conflict,0,,,,ambitransitive,intransitive,conflict,NP V (intransitive),mix-22.1-1-1,pending
mew,corpus-vs-verbnet-conflict,0,,,,ambitransitive,intransitive,conflict,NP V (intransitive),animal_sounds-38,pending
migrate,verbnet-unmatched,0,,,,intransitive,uncertain,unmatched,,,pending
milk,classification-gap; corpus-vs-verbnet-conflict,1,milks,534,V5,ambitransitive,monotransitive,conflict,NP V NP PP.source (monotransitive); NP V NP (monotransitive); NP V NP PP.beneficiary (monotransitive); NP V NP PP.source PP.beneficiary (monotransitive),"cheat-10.6.1-1-1, pit-10.7, rob-10.6.4, steal-10.5",pending
mislead,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP S_ING (monotransitive); NP V NP PP.result (monotransitive),trick-59.2,pending
miss,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.attribute (monotransitive); NP V NP S_ING (monotransitive),admire-31.2,pending
mistake,verbnet-unmatched,0,,,,ambitransitive,uncertain,unmatched,,,pending
misuse,verbnet-unmatched,0,,,,ambitransitive,uncertain,unmatched,,,pending
moan,corpus-vs-verbnet-conflict,0,,,,intransitive,ambitransitive,conflict,NP V (intransitive); NP V NP (monotransitive); NP V NP PP.recipient (monotransitive),"animal_sounds-38, complain-37.8, manner_speaking-37.3, nonverbal_expression-40.2, sound_emission-43.2",pending
modify,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.instrument (monotransitive),other_cos-45.4,pending
moo,classification-gap,4,"moo, mooed, mooing, moos",543,"V1, V2, V3, V4, V5",,intransitive,provisional,NP V (intransitive),animal_sounds-38,pending
motivate,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP S_INF (monotransitive),compel-59.1-1,pending
mould,verbnet-unmatched,0,,,,ambitransitive,uncertain,unmatched,,,pending
moult,classification-gap; verbnet-unclassified,3,"moult, moulted, moults",546,"V1, V2, V3, V5",,uncertain,unclassified,,entity_specific_cos-45.5,pending
mow,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.instrument (monotransitive),carve-21.2-2,pending
murmur,corpus-vs-verbnet-conflict,0,,,,intransitive,ambitransitive,conflict,NP V (intransitive); NP V NP (monotransitive); NP V NP PP.recipient (monotransitive),"manner_speaking-37.3, sound_emission-43.2",pending
nail,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.co-patient (monotransitive); NP V NP PP.co-patient PP.instrument (monotransitive); NP V NP together (monotransitive); NP V NP ADJP (monotransitive),tape-22.4,pending
nap,classification-gap,3,"nap, napped, naps",552,"V1, V2, V3, V5",,monotransitive,provisional,NP V NP (monotransitive),snooze-40.4-1,pending
need,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP S_INF (monotransitive); NP V NP to be ADJ (monotransitive),"require-103-2, want-32.1-1-1",pending
neglect,verbnet-unclassified,0,,,,ambitransitive,uncertain,unclassified,,neglect-75.1-1,pending
nip,corpus-vs-verbnet-conflict,0,,,,ambitransitive,intransitive,conflict,NP V (intransitive),run-51.3.2,pending
note,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive),"say-37.7-1-1, sight-30.2",pending
notice,verbnet-unclassified,0,,,,ambitransitive,uncertain,unclassified,,see-30.1-1,pending
notify,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.topic (monotransitive); NP V NP how S_INF (monotransitive); NP V NP S-Quote (monotransitive),"advise-37.9, tell-37.2",pending
nourish,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.instrument (monotransitive),subjugate-42.3,pending
